[2013/11/28 16:19:10 WARN]  Couldn't create the top-level output directory at /Users/tharris/Dropbox/Projects/GSA-pipeline/scripts/../output/GSA/149310 (WormbaseLinkTasks::_build_output_root [234])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:23 INFO]       link_entity_in_xml: UNC-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]    ... found Variation 'or352ts' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:24 INFO]    ... found Gene 'unc-116' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:24 INFO]       link_entity_in_xml: unc-116 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:25 INFO]    ... found Variation 'or283ts' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:27 INFO]    ... found Gene 'unc-104' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:27 INFO]       link_entity_in_xml: unc-104 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:28 INFO]    ... found Transgene 'wyIs155' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:28 INFO]       link_entity_in_xml: wyIs155 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:28 INFO]       link_entity_in_xml: wyIs155 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:29 INFO]    ... found Gene 'unc-122' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:29 INFO]       link_entity_in_xml: unc-122 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:29 INFO]       link_entity_in_xml: unc-122 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:29 INFO]       link_entity_in_xml: unc-122 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:29 INFO]       link_entity_in_xml: unc-122 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:30 INFO]    ... found Variation 'ok2609' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]    ... found Gene 'unc-40' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: unc-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]    ... found Protein 'UNC-16' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-16 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-16 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-16 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]    ... found Protein 'UNC-40' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-40 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]    ... found Protein 'UNC-34' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]    ... found Gene 'egl-20' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
